Rank,Name,Breed,Gender,Age,End_Of_Watch,Day_Of_Week,Cause,Department,State,Tour,Weapon,Offender,Summary
K9,Duke,German Shepherd,Male,,1985-01-01,Tuesday,Exposure to toxins,"Chicago Police Department, Illinois",Illinois,6 years,,,"K9 Duke died after ingesting a piece of hot dog meat that had been dipped in a banned rodent poison known as 1080.He and his handler were searching a grocery store for a burglary suspect when Duke ingested the meat. The exterminator who placed the poison was fined $250 and ordered to stop using the poison. The man disregarded the court order and continued using the substance. On February 9th, 1986, K9 Max II also ingested the same substance that the same man had placed out in a different grocery store.The man was charged with criminal contempt of court following K9 Max's death.The exact date of the incident in which K9 Duke died is not known."
K9,Blackjack,Doberman Pinscher,Male,,1985-03-02,Saturday,Gunfire (Inadvertent),"Allentown Police Department, Pennsylvania",Pennsylvania,,Officer's handgun,,K9 Blackjack was shot and killed after mistakenly biting a police officer while attempting an apprehension of a murder suspect.Officers had pursued the subject until his vehicle crashed in the 2500 block of Allen Street. K9 Blackjack was deployed for an apprehension but mistakenly bit a plainclothes officer who was confronting the suspect. The officer shot K9 Blackjack after he failed to release his grip.The suspect was apprehended at the scene of the crash.
K9,Ganges I,German Shepherd,Male,4.0,1985-11-05,Tuesday,Fall,"Philadelphia Police Department, Pennsylvania",Pennsylvania,,,Arrested,"K9 Ganges I died after falling from the room of the Jefferson Building at 1015 Chestnut Street.Officers had responded to a burglar alarm at the location and arrested a juvenile outside of the building. The juvenile told responding officers another man was still inside the building.K9 Ganges I and his handler began a search of the building. While checking the roof of the building, K9 Ganges I jumped over the exterior wall and fell 10 stories to a parking garage."
K9,Dox,German Shepherd,,,1985-01-23,Wednesday,Struck by vehicle,"Montgomery Township Police Department, Pennsylvania",Pennsylvania,,,,K9 Dox was struck and killed by a vehicle while chasing one of two burglary suspects on Route 309 near Vilsmeier Road at 12:30 am.K9 Dox and his handler responded to a burglary in progress at a stereo store. While at the scene one of the suspects fled on foot and K9 Dox was released for an apprehension. As K9 Dox was crossing Route 309 he was fatally struck by an oncoming vehicle.Both suspects were apprehended and charged with burglary and additional charges.K9 Dox had served with the Montgomery Township Police Department for two years.
K9,Ward,German Shepherd,Male,,1985-10-15,Tuesday,Gunfire,"Lewis County Sheriff's Office, Washington",Washington,,Gun; Unknown type,,"K9 Ward was shot and killed while chasing a suspect who had broken into W.F. West High School at about 1:00 am.K9 Ward was released for an apprehension when the man fled. The subject shot K9 Ward and continued to flee, but was captured an hour later with the help from a canine from the Centralia Police Department."
K9,Blitz,Rottweiler,Male,,1985-03-08,Friday,Gunfire,"Montgomery County Police Department, Maryland",Maryland,,Gun; Unknown type,,K9 Blitz was shot and killed while apprehending a man wanted for robbery and kidnapping.
K9,EX,German Shepherd,Male,4.0,1986-07-02,Wednesday,Gunfire,"Ontario Police Department, California",California,,Shotgun,Charged,"K9 EX was shot and killed while attempting an apprehension of a subject after officers responded to a man with a gun call in the area of East Banyan Street and Caldwell Place.Officers located the subject hiding in bushes and K9 EX was deployed for an apprehension. EX exited the bushes then returned back into them. As officers approached to take the man into custody the subject several blasts from a shotgun, killing EX. Officers returned fire and wounded the subject.The man was charged with four counts of attempted murder and one count of killing a police dog."
K9,Ingo,German Shepherd,Male,5.0,1986-12-04,Thursday,Gunfire,"Metro Nashville Police Department, Tennessee",Tennessee,,Handgun,Shot and wounded,"K9 Ingo was shot and killed while attempting to apprehend a bank robbery suspect.He and his handler had cornered the man behind a staircase inside of an apartment complex. The suspect emerged and opened fire, striking K9 Ingo as he protected his handler. His handler returned fire and wounded the subject.K9 Ingo had served with the Metro Nashville Police Department for five years."
K9,Yeager,Unknown Breed,,,1986-01-01,Wednesday,Fall,"Phoenix Police Department, Arizona",Arizona,,,,K-9 Yeager died when he jumped off a second floor landing during a training exercise and fractured his spine.
K9,Murph,Unknown Breed,,,1986-11-21,Friday,Gunfire,"Tempe Police Department, Arizona",Arizona,,Gun; Unknown type,Shot and killed,"K9 Murph was shot and killed by a man who had murdered Police Officer Kenneth Moody of the Houston, Texas, Police Department on November 26, 1969.The suspect was released after serving only 11 years for Officer Moody's murder when a federal judge overturned his sentence."
K9,Gero,German Shepherd,Male,4.0,1986-01-23,Thursday,Gunfire,"Gainesville Police Department, Florida",Florida,,Handgun,,K9 Gero was shot and killed while attempting to apprehend a burglary suspect.The subject had been observed burglarizing a law office by a plainclothes officer. Responding units surrounded the building and made an announcement for the man to surrender. When the man exited the building he was holding a gun and began shooting at the officers.Gero was released to apprehend the subject but was shot twice and killed.
K9,Max II,German Shepherd,Male,9.0,1986-02-09,Sunday,Exposure to toxins,"Chicago Police Department, Illinois",Illinois,5 years,,,K9 Max II died after inhaling the poison sodium fluoroacetate while conducting a track of a burglary suspect inside of a grocery store at 5020 South State Street.An exterminator had placed the banned substance inside the store in an effort to kill rodents. The man had previously been convicted of charges of using the illegal poison and was ordered to discontinue its use after K9 Duke died after ingesting it in 1985. He was charged with criminal contempt of court following K9 Max's death.K9 Max had served with the Chicago Police Department for five years.
K9,Bandit,Australian Cattle Dog,Male,8.0,1987-04-16,Thursday,Gunfire,"Cincinnati Police Department, Ohio",Ohio,6 years,Gun; Unknown type,Shot and killed,"K9 Bandit was shot and killed while attempting an apprehension on a subject who had just shot and killed Police Officer Clifford George.The subject had run into the woods behind 2249 Vine Street and was being tracked by K9 Bandit. When Bandit located the man, the subject raised his gun at the officers, prompting Bandit to attempt an apprehension. The subject opened fire, killing K9 Bandit.The other officers on the scene returned fire and killed the subject."
K9,Argos,German Shepherd,Male,3.0,1987-06-05,Friday,Gunfire,"Portland Police Bureau, Oregon",Oregon,1 year,Rifle,,K9 Argos was shot and killed by an armed felon who had barricaded himself inside of a home.K9 Argos and his handler were setup on the perimeter when the man emerged firing a rifle and handgun. K9 Argos was shot as he attempted an apprehension.
K9,Beau,Rottweiler,Male,2.0,1987-09-01,Tuesday,Heatstroke,"Florida Highway Patrol, Florida",Florida,,,,"K9 Beau died as a result of heat exhaustion after a search for home invasion suspects.  After the search concluded, his handler noticed Beau appeared sick and took him to an animal hospital.  Beau's body temperature was severely elevated and treatment was unsuccessful.K9 Beau, badge number 2026, had graduated from the Miami Police Department Training Academy where he won the Most Outstanding Canine Award in his class."
K9,Joker,German Shepherd,Male,3.0,1987-02-02,Monday,Stabbed,"Penn Hills Township Police Department, Pennsylvania",Pennsylvania,6 months,Edged weapon,,K9 Joker was stabbed to death while attempting to apprehend two teenagers who had stolen a car. He was stabbed near the intersection of Mount Carmel Street and Pershing Street.
K9,Berry von den Kemper Benden,German Shepherd,Male,6.0,1987-03-08,Sunday,Automobile crash,"Louisville Police Department, Kentucky",Kentucky,2 years,,,"K9 Berry von den Kemper Benden (Berry) was killed as the result of a vehicle crash as his handler responded to a disturbance call at a local bar.The patrol car was traveling with its emergency equipment activated. His handler stopped at a red light at the intersection of Goldsmith Lane and Bardstown Road, but was broadsided by another vehicle that failed to yield to him as he entered the intersection. K9 Berry was ejected through one of the rear window and struck a curb. Berry suffered a severed spine in the crash and had to be euthanized.K9 Berry had served with the Louisville Police Department for two years."
K9,Ado,Unknown Breed,,,1987-01-01,Thursday,Heatstroke,"Maricopa County Sheriff's Office, Arizona",Arizona,,,,"K-9 Ado died of heat exhaustion after being left in his handlers vehicle for a period of time.  K-9 Ado's handler arrived at the Canyon Lake Aid Station for briefing and to finish paperwork, leaving Ado in the patrol vehicle parked under the carport in the shade with the hood up and AC on. After returning to the vehicle, the officer found Ado down and barely breathing. He got him out of the blazer and called for help. A nurse at the aid station came out and they dumped water on him and she started an IV. A pilot for KTVK Channel 3's news helicopter, was at the Saguaro Lake Aid Station and offered to fly them to the vet. He flew over to Canyon Lake, picked them up and flew to a vet in Scottsdale where they got Ado stabilized and transferred him to their regular vet the next day where he died from complications from the heat stroke. In 1987 the Maricopa County  patrol vehicles didn't have a cage or heat alarms for the interior. Ado got up to the front seat area, maybe while barking at someone and shut the air conditioning off. Even with the truck in the shade and the window slightly open the heat was too much. Because of this incident, covers were put over all air conditioning controls and the K-9 vehicles were equipped with heat alarms/pagers. "
